Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2021-04-29 01:00:00,01:00:00,EUR,Low,German Import Prices m/m,,1.8%,0.9%,1.7%
2021-04-29 00:00:00,00:00:00,EUR,Low,German Prelim CPI m/m,,0.7%,0.5%,0.5%
2021-04-29 02:00:00,02:00:00,EUR,Low,Spanish Flash CPI y/y,,2.2%,1.9%,1.3%
2021-04-29 02:00:00,,EUR,Low,Spanish Unemployment Rate,,16.0%,16.5%,16.1%
2021-04-29 02:55:00,02:55:00,EUR,Low,German Unemployment Change,,9K,-10K,-6K
2021-04-29 03:00:00,03:00:00,EUR,Low,M3 Money Supply y/y,,10.1%,10.2%,12.2%
2021-04-29 03:00:00,,EUR,Low,Private Loans y/y,,3.3%,3.2%,3.0%
2021-04-29 04:16:00,04:16:00,EUR,Low,Italian 10-y Bond Auction,,0.88|1.4,,0.72|1.4
2021-04-29 07:30:00,07:30:00,USD,High,Advance GDP q/q,,6.4%,6.8%,4.3%
2021-04-29 07:30:00,,USD,Medium,Advance GDP Price Index q/q,,4.1%,2.6%,2.0%
2021-04-29 07:30:00,,USD,Medium,Unemployment Claims,,553K,545K,566K
2021-04-29 09:00:00,09:00:00,USD,Medium,Pending Home Sales m/m,,1.9%,4.2%,-11.5%
2021-04-29 09:30:00,09:30:00,USD,Low,Natural Gas Storage,,15B,8B,38B
2021-04-29 18:30:00,18:30:00,JPY,Low,Tokyo Core CPI y/y,,-0.2%,0.0%,-0.1%
2021-04-29 18:30:00,,JPY,Low,Unemployment Rate,,2.6%,2.9%,2.9%
2021-04-29 18:50:00,18:50:00,JPY,Low,Prelim Industrial Production m/m,,2.2%,-2.0%,-1.3%
2021-04-29 19:30:00,19:30:00,JPY,Low,Final Manufacturing PMI,,53.6,51.6,52.7
2021-04-29 20:00:00,20:00:00,CNY,Medium,Manufacturing PMI,,51.1,55.9,51.9
2021-04-29 20:00:00,,CNY,Low,Non-Manufacturing PMI,,54.9,51.8,56.3
2021-04-29 20:30:00,20:30:00,AUD,Low,PPI q/q,,0.4%,0.3%,0.5%
2021-04-29 20:30:00,,AUD,Low,Private Sector Credit m/m,,0.4%,0.3%,0.2%
2021-04-29 20:45:00,20:45:00,CNY,Low,Caixin Manufacturing PMI,,51.9,50.9,50.6
2021-04-29 23:59:00,23:59:00,JPY,Low,Consumer Confidence,,34.7,34.3,36.1
2021-04-30 00:30:00,00:30:00,EUR,Low,French Consumer Spending m/m,,-1.1%,0.5%,0.3%
2021-04-30 00:30:00,,EUR,Low,French Flash GDP q/q,,0.4%,0.0%,-1.4%
2021-04-30 00:58:00,00:58:00,GBP,Low,Nationwide HPI m/m,,2.1%,0.5%,-0.3%
2021-04-30 01:30:00,01:30:00,CHF,Low,Retail Sales y/y,,22.6%,-5.4%,-6.6%
2021-04-30 01:45:00,01:45:00,EUR,Low,French Prelim CPI m/m,,0.2%,0.2%,0.6%
2021-04-30 02:00:00,02:00:00,CHF,Low,KOF Economic Barometer,,134.0,119.5,118.0
2021-04-30 02:00:00,,EUR,Low,Spanish Flash GDP q/q,,-0.5%,-0.5%,0.0%
2021-04-30 02:00:00,,EUR,Low,Italian Monthly Unemployment Rate,,10.1%,10.3%,10.2%
2021-04-30 03:00:00,03:00:00,CHF,Medium,SNB Chairman Jordan Speaks,,,,
2021-04-30 03:00:00,,EUR,Medium,German Prelim GDP q/q,,-1.7%,-1.5%,0.3%
2021-04-30 03:00:00,,EUR,Low,Italian Prelim GDP q/q,,-0.4%,-0.5%,-1.9%
2021-04-30 04:00:00,04:00:00,EUR,Low,Core CPI Flash Estimate y/y,,0.8%,0.8%,0.9%
2021-04-30 04:00:00,,EUR,Low,CPI Flash Estimate y/y,,1.6%,1.6%,1.3%
2021-04-30 04:00:00,,EUR,Low,Italian Prelim CPI m/m,,0.4%,0.3%,0.3%
2021-04-30 04:00:00,,EUR,Low,Prelim Flash GDP q/q,,-0.6%,-0.8%,-0.7%
2021-04-30 04:00:00,,EUR,Low,Unemployment Rate,,8.1%,8.3%,8.2%
2021-04-30 07:30:00,07:30:00,CAD,Medium,GDP m/m,,0.4%,0.5%,0.7%
2021-04-30 07:30:00,,CAD,Low,IPPI m/m,,1.6%,1.5%,2.8%
2021-04-30 07:30:00,,CAD,Low,RMPI m/m,,2.3%,2.0%,6.5%
2021-04-30 07:30:00,,USD,Low,Core PCE Price Index m/m,,0.4%,0.3%,0.1%
2021-04-30 07:30:00,,USD,Low,Employment Cost Index q/q,,0.9%,0.7%,0.7%
2021-04-30 07:30:00,,USD,Low,Personal Income m/m,,21.1%,20.1%,-7.0%
2021-04-30 07:30:00,,USD,Low,Personal Spending m/m,,4.2%,4.3%,-1.0%
2021-04-30 08:45:00,08:45:00,USD,Low,Chicago PMI,,72.1,65.4,66.3
2021-04-30 09:00:00,09:00:00,USD,Low,Revised UoM Consumer Sentiment,,88.3,87.3,86.5
2021-04-30 09:00:00,,USD,Low,Revised UoM Inflation Expectations,,3.4%,,3.7%
2021-05-02 17:30:00,17:30:00,AUD,Low,AIG Manufacturing Index,,61.7,,59.9
2021-05-02 00:00:00,00:00:00,JPY,Non,Bank Holiday,,,,
2021-05-02 00:00:00,00:00:00,CNY,Non,Bank Holiday,,,,
2021-05-02 20:00:00,20:00:00,AUD,Low,MI Inflation Gauge m/m,,0.4%,,0.4%
2021-05-02 20:30:00,20:30:00,AUD,Low,ANZ Job Advertisements m/m,,4.7%,,7.8%
2021-05-03 01:00:00,01:00:00,EUR,Low,German Retail Sales m/m,,7.7%,2.9%,2.7%
2021-05-03 01:30:00,01:30:00,AUD,Low,Commodity Prices y/y,,34.7%,,27.2%
2021-05-03 02:15:00,02:15:00,EUR,Low,Spanish Manufacturing PMI,,57.7,59.1,56.9
2021-05-03 02:30:00,02:30:00,CHF,Low,Manufacturing PMI,,69.5,66.4,66.3
2021-05-03 02:45:00,02:45:00,EUR,Low,Italian Manufacturing PMI,,60.7,60.9,59.8
2021-05-03 02:50:00,02:50:00,EUR,Low,French Final Manufacturing PMI,,58.9,59.2,59.2
2021-05-03 02:55:00,02:55:00,EUR,Low,German Final Manufacturing PMI,,66.2,66.4,66.4
2021-05-03 03:00:00,03:00:00,EUR,Low,Final Manufacturing PMI,,62.9,63.3,63.3
2021-05-03 00:00:00,00:00:00,GBP,Non,Bank Holiday,,,,
2021-05-03 08:30:00,08:30:00,CAD,Low,Manufacturing PMI,,57.2,,58.5
2021-05-03 08:45:00,08:45:00,USD,Low,Final Manufacturing PMI,,60.5,60.7,60.6
2021-05-03 09:00:00,09:00:00,USD,Medium,ISM Manufacturing PMI,,60.7,65.0,64.7
2021-05-03 09:00:00,,USD,Low,Construction Spending m/m,,0.2%,1.7%,-0.6%
2021-05-03 09:00:00,,USD,Low,ISM Manufacturing Prices,,89.6,86.0,85.6
2021-05-03 00:00:00,00:00:00,USD,Low,Wards Total Vehicle Sales,,18.5M,17.5M,17.7M
2021-05-03 13:00:00,13:00:00,USD,Low,Loan Officer Survey,,,,
2021-05-03 13:10:00,13:10:00,USD,Low,FOMC Member Williams Speaks,,,,
2021-05-03 13:20:00,13:20:00,USD,High,Fed Chair Powell Speaks,,,,
2021-05-03 00:00:00,00:00:00,JPY,Non,Bank Holiday,,,,
2021-05-03 00:00:00,00:00:00,CNY,Non,Bank Holiday,,,,
2021-05-03 20:30:00,20:30:00,AUD,Low,Goods Trade Balance,,5.57B,8.25B,7.60B
2021-05-03 23:30:00,23:30:00,AUD,High,RBA Rate Statement,,,,
2021-05-03 23:30:00,,AUD,Medium,Cash Rate,,0.10%,0.10%,0.10%
2021-05-04 01:45:00,01:45:00,EUR,Low,French Gov Budget Balance,,-60.1B,,-47.5B
2021-05-04 02:00:00,02:00:00,CHF,Low,SECO Consumer Climate,,-7,-11,-15
2021-05-04 03:30:00,03:30:00,GBP,Low,Final Manufacturing PMI,,60.9,60.7,60.7
2021-05-04 03:30:00,,GBP,Low,M4 Money Supply m/m,,0.6%,0.7%,0.8%
2021-05-04 03:30:00,,GBP,Low,Mortgage Approvals,,83K,86K,87K
2021-05-04 03:30:00,,GBP,Low,Net Lending to Individuals m/m,,11.3B,5.0B,5.3B
2021-05-04 07:30:00,07:30:00,CAD,Low,Building Permits m/m,,5.7%,1.6%,3.1%
2021-05-04 07:30:00,,CAD,Low,Trade Balance,,-1.1B,0.5B,1.4B
2021-05-04 07:30:00,,USD,Low,Trade Balance,,-74.4B,-74.5B,-70.5B
2021-05-04 08:52:00,08:52:00,USD,Low,RCM/TIPP Economic Optimism,,54.4,56.1,56.4
2021-05-04 09:00:00,09:00:00,USD,Low,Factory Orders m/m,,1.1%,1.3%,-0.5%
2021-05-04 09:20:00,09:20:00,NZD,Low,GDT Price Index,,-0.7%,,-0.1%
2021-05-04 12:00:00,12:00:00,USD,Low,FOMC Member Daly Speaks,,,,
2021-05-04 16:00:00,16:00:00,NZD,Medium,RBNZ Financial Stability Report,,,,
2021-05-04 17:30:00,17:30:00,AUD,Low,AIG Construction Index,,59.1,,61.8
2021-05-04 17:45:00,17:45:00,NZD,High,Employment Change q/q,,0.6%,0.3%,0.6%
2021-05-04 17:45:00,,NZD,High,Unemployment Rate,,4.7%,4.9%,4.9%
2021-05-04 17:45:00,,NZD,Low,Labor Cost Index q/q,,0.4%,0.3%,0.5%
2021-05-04 00:00:00,00:00:00,JPY,Non,Bank Holiday,,,,
2021-05-04 00:00:00,00:00:00,CNY,Non,Bank Holiday,,,,
2021-05-04 20:00:00,20:00:00,NZD,Low,ANZ Commodity Prices m/m,,2.3%,,6.1%
2021-05-04 20:30:00,20:30:00,AUD,Low,Building Approvals m/m,,17.4%,2.9%,20.1%
2021-05-05 01:30:00,01:30:00,CHF,Low,CPI m/m,,0.2%,0.2%,0.3%
2021-05-05 02:00:00,02:00:00,EUR,Low,Spanish Unemployment Change,,-39.0K,-70.0K,-59.1K
2021-05-05 02:15:00,02:15:00,EUR,Low,Spanish Services PMI,,54.6,50.0,48.1
2021-05-05 02:45:00,02:45:00,EUR,Low,Italian Services PMI,,47.3,50.0,48.6
2021-05-05 02:50:00,02:50:00,EUR,Low,French Final Services PMI,,50.3,50.4,50.4
2021-05-05 02:55:00,02:55:00,EUR,Low,German Final Services PMI,,49.9,50.1,50.1
2021-05-05 03:00:00,03:00:00,EUR,Low,Final Services PMI,,50.5,50.3,50.3
2021-05-05 04:00:00,04:00:00,EUR,Low,PPI m/m,,1.1%,1.1%,0.5%
2021-05-05 04:05:00,04:05:00,GBP,Low,10-y Bond Auction,,0.92|2.7,,0.89|3.0
2021-05-05 07:15:00,07:15:00,USD,Medium,ADP Non-Farm Employment Change,,742K,872K,565K
2021-05-05 08:30:00,08:30:00,USD,Low,FOMC Member Evans Speaks,,,,
2021-05-05 08:45:00,08:45:00,USD,Low,Final Services PMI,,64.7,63.1,63.1
2021-05-05 09:00:00,09:00:00,USD,Medium,ISM Services PMI,,62.7,64.2,63.7
2021-05-05 09:30:00,09:30:00,USD,Medium,Crude Oil Inventories,,-8.0M,-1.9M,0.1M
2021-05-05 14:00:00,14:00:00,USD,Low,FOMC Member Evans Speaks,,,,
2021-05-05 17:45:00,17:45:00,NZD,Low,Building Consents m/m,,17.9%,,-19.3%
2021-05-05 18:50:00,18:50:00,JPY,Low,Monetary Policy Meeting Minutes,,,,
2021-05-05 20:00:00,20:00:00,NZD,Medium,Prelim ANZ Business Confidence,,7.0,,-2.0
2021-05-06 01:00:00,01:00:00,EUR,Low,German Factory Orders m/m,,3.0%,1.5%,1.4%
2021-05-06 03:00:00,03:00:00,EUR,Low,ECB Economic Bulletin,,,,
2021-05-06 03:30:00,03:30:00,GBP,Medium,Final Services PMI,,61.0,60.2,60.1
2021-05-06 03:46:00,03:46:00,EUR,Low,Spanish 10-y Bond Auction,,0.43|1.6,,0.37|1.9
2021-05-06 03:59:00,03:59:00,EUR,Low,French 10-y Bond Auction,,0.13|1.7,,0.00|1.7
2021-05-06 04:00:00,04:00:00,AUD,Low,RBA Deputy Gov Debelle Speaks,,,,
2021-05-06 04:00:00,,EUR,Low,Retail Sales m/m,,2.7%,1.5%,4.2%
2021-05-06 06:00:00,06:00:00,GBP,High,Asset Purchase Facility,,875B,875B,875B
2021-05-06 06:00:00,,GBP,High,BOE Monetary Policy Report,,,,
2021-05-06 06:00:00,,GBP,High,Monetary Policy Summary,,,,
2021-05-06 06:00:00,,GBP,High,MPC Asset Purchase Facility Votes,,0-1-8,0-0-9,0-0-9
2021-05-06 06:00:00,,GBP,Medium,BOE Inflation Letter,,,,
2021-05-06 06:00:00,,GBP,Medium,MPC Official Bank Rate Votes,,0-0-9,0-0-9,0-0-9
2021-05-06 06:00:00,,GBP,Medium,Official Bank Rate,,0.10%,0.10%,0.10%
2021-05-06 06:15:00,06:15:00,EUR,Medium,ECB President Lagarde Speaks,,,,
2021-05-06 06:30:00,06:30:00,USD,Low,Challenger Job Cuts y/y,,-96.6%,,-86.2%
2021-05-06 07:00:00,07:00:00,GBP,High,BOE Gov Bailey Speaks,,,,
2021-05-06 07:30:00,07:30:00,USD,Medium,Unemployment Claims,,498K,540K,590K
2021-05-06 07:30:00,,USD,Low,Prelim Nonfarm Productivity q/q,,5.4%,4.3%,-4.2%
2021-05-06 07:30:00,,USD,Low,Prelim Unit Labor Costs q/q,,-0.3%,-1.1%,6.0%
2021-05-06 08:00:00,08:00:00,USD,Low,FOMC Member Williams Speaks,,,,
2021-05-06 09:30:00,09:30:00,USD,Low,Natural Gas Storage,,60B,68B,15B
2021-05-06 12:00:00,12:00:00,USD,Low,FOMC Member Bostic Speaks,,,,
2021-05-06 15:00:00,15:00:00,USD,Low,FOMC Financial Stability Report,,,,
2021-05-06 17:30:00,17:30:00,AUD,Low,AIG Services Index,,61.0,,58.7
2021-05-06 18:30:00,18:30:00,JPY,Low,Average Cash Earnings y/y,,0.2%,-0.2%,-0.4%
2021-05-06 18:50:00,18:50:00,JPY,Low,Monetary Base y/y,,24.3%,21.4%,20.8%
2021-05-06 20:30:00,20:30:00,AUD,Medium,RBA Monetary Policy Statement,,,,
2021-05-06 20:45:00,20:45:00,CNY,Low,Caixin Services PMI,,56.3,54.2,54.3
2021-05-06 22:00:00,22:00:00,NZD,Medium,Inflation Expectations q/q,,2.05%,,1.89%
2021-05-06 22:01:00,22:01:00,CNY,Low,Trade Balance,,277B,130B,88B
2021-05-06 22:02:00,22:02:00,CNY,Low,USD-Denominated Trade Balance,,42.9B,28.0B,13.8B
2021-05-07 00:45:00,00:45:00,CHF,Low,Unemployment Rate,,3.1%,3.3%,3.3%
2021-05-07 01:00:00,01:00:00,EUR,Low,German Industrial Production m/m,,2.5%,2.1%,-1.9%
2021-05-07 01:00:00,,EUR,Low,German Trade Balance,,14.3B,22.3B,18.9B
2021-05-07 01:45:00,01:45:00,EUR,Low,French Industrial Production m/m,,0.8%,2.1%,-4.8%
2021-05-07 01:45:00,,EUR,Low,French Prelim Private Payrolls q/q,,0.3%,-0.2%,-0.1%
2021-05-07 01:45:00,,EUR,Low,French Trade Balance,,-6.1B,-5.4B,-5.1B
2021-05-07 02:00:00,02:00:00,CHF,Low,Foreign Currency Reserves,,914B,,930B
2021-05-07 03:00:00,03:00:00,EUR,Low,Italian Retail Sales m/m,,-0.1%,-0.6%,5.9%
2021-05-07 03:30:00,03:30:00,GBP,Low,Construction PMI,,61.6,62.0,61.7
2021-05-07 05:00:00,05:00:00,EUR,Medium,ECB President Lagarde Speaks,,,,
2021-05-07 06:15:00,06:15:00,GBP,Medium,MPC Member Broadbent Speaks,,,,
2021-05-07 07:30:00,07:30:00,CAD,High,Employment Change,,-207.1K,-160.5K,303.1K
2021-05-07 07:30:00,,CAD,High,Unemployment Rate,,8.1%,7.8%,7.5%
2021-05-07 07:30:00,,USD,High,Average Hourly Earnings m/m,,0.7%,0.0%,-0.1%
2021-05-07 07:30:00,,USD,High,Non-Farm Employment Change,,266K,990K,770K
2021-05-07 07:30:00,,USD,High,Unemployment Rate,,6.1%,5.8%,6.0%
2021-05-07 08:00:00,08:00:00,USD,Low,FOMC Member Barkin Speaks,,,,
2021-05-07 09:00:00,09:00:00,CAD,Medium,Ivey PMI,,60.6,67.0,72.9
