Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2024-10-27 01:00:00,01:00:00,AUD,Low,RBA Gov Bullock Speaks,,,,
2024-10-27 03:00:00,03:00:00,EUR,Low,Spanish Unemployment Rate,,16.3%,16.0%,15.3%
2024-10-27 04:00:00,04:00:00,EUR,Low,M3 Money Supply y/y,,10.4%,9.6%,9.5%
2024-10-27 04:00:00,,EUR,Low,Private Loans y/y,,3.1%,3.1%,3.0%
2024-10-27 06:00:00,06:00:00,GBP,Low,CBI Realized Sales,,-23,-1,11
2024-10-27 07:30:00,07:30:00,USD,Medium,Core Durable Goods Orders m/m,,0.8%,0.3%,0.6%
2024-10-27 07:30:00,,USD,Medium,Durable Goods Orders m/m,,1.9%,0.5%,0.5%
2024-10-27 08:00:00,08:00:00,USD,Low,HPI m/m,,1.5%,0.7%,1.1%
2024-10-27 08:00:00,,USD,Low,S&P/CS Composite-20 HPI y/y,,5.2%,4.2%,4.1%
2024-10-27 08:59:00,08:59:00,USD,Low,Richmond Manufacturing Index,,29,18,21
2024-10-27 09:00:00,09:00:00,USD,Medium,CB Consumer Confidence,,100.9,102.1,101.3
2024-10-27 19:01:00,19:01:00,GBP,Low,BRC Shop Price Index y/y,,-1.2%,,-1.6%
2024-10-27 19:30:00,19:30:00,AUD,High,CPI q/q,,1.6%,1.5%,-1.9%
2024-10-27 19:30:00,,AUD,High,Trimmed Mean CPI q/q,,0.4%,0.3%,-0.1%
2024-10-28 02:00:00,02:00:00,EUR,Low,German Import Prices m/m,,0.3%,-0.3%,0.1%
2024-10-28 04:00:00,04:00:00,CHF,Low,UBS Economic Expectations,,2.3,,26.2
2024-10-28 05:03:00,05:03:00,GBP,Low,10-y Bond Auction,,0.24|3.0,,0.31|2.8
2024-10-28 07:30:00,07:30:00,USD,Low,Goods Trade Balance,,-79.4B,-84.8B,-83.1B
2024-10-28 07:30:00,,USD,Low,Prelim Wholesale Inventories m/m,,-0.1%,0.4%,0.4%
2024-10-28 09:00:00,09:00:00,CAD,High,BOC Monetary Policy Report,,,,
2024-10-28 09:00:00,,CAD,High,BOC Rate Statement,,,,
2024-10-28 09:00:00,,CAD,Medium,Overnight Rate,,0.25%,0.25%,0.25%
2024-10-28 09:30:00,09:30:00,USD,Low,Crude Oil Inventories,,4.3M,1.5M,-1.0M
2024-10-28 10:00:00,10:00:00,CAD,High,BOC Press Conference,,,,
2024-10-28 17:00:00,17:00:00,USD,Low,FOMC Member Kaplan Speaks,,,,
2024-10-28 18:50:00,18:50:00,JPY,Low,Retail Sales y/y,,-8.7%,-7.5%,-1.9%
2024-10-28 19:00:00,19:00:00,NZD,Low,ANZ Business Confidence,,-15.7,,-14.5
2024-10-28 19:30:00,19:30:00,AUD,Low,Import Prices q/q,,-3.5%,-2.1%,-1.9%
2024-10-28 19:30:00,,AUD,Low,NAB Quarterly Business Confidence,,-10,,-15
2024-10-28 22:12:00,22:12:00,JPY,High,BOJ Outlook Report,,,,
2024-10-28 22:12:00,,JPY,High,Monetary Policy Statement,,,,
