Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2024-02-29 00:00:00,00:00:00,JPY,Low,Housing Starts y/y,,-7.5%,-7.6%,-4.0%
2024-02-29 00:02:00,00:02:00,JPY,Low,BOJ Core CPI y/y,,2.6%,2.3%,2.6%
2024-02-29 01:30:00,01:30:00,EUR,Low,French Final Private Payrolls q/q,,-0.1%,0.0%,0.0%
2024-02-29 02:00:00,02:00:00,EUR,Low,German Retail Sales m/m,,-0.4%,0.5%,-0.5%
2024-02-29 00:00:00,00:00:00,EUR,High,German Prelim CPI m/m,,0.4%,0.5%,0.2%
2024-02-29 02:45:00,02:45:00,EUR,Low,French Consumer Spending m/m,,-0.3%,-0.1%,0.3%
2024-02-29 02:45:00,,EUR,Low,French Prelim CPI m/m,,0.8%,0.7%,-0.2%
2024-02-29 02:45:00,,EUR,Low,French Prelim GDP q/q,,0.1%,0.0%,0.0%
2024-02-29 03:00:00,03:00:00,CHF,Medium,GDP q/q,,0.3%,0.1%,0.3%
2024-02-29 03:00:00,,CHF,Low,KOF Economic Barometer,,101.6,101.6,102.5
2024-02-29 03:00:00,,EUR,Medium,Spanish Flash CPI y/y,,2.8%,2.8%,3.4%
2024-02-29 03:55:00,03:55:00,EUR,Low,German Unemployment Change,,11K,6K,1K
2024-02-29 04:30:00,04:30:00,GBP,Low,M4 Money Supply m/m,,-0.1%,0.3%,0.5%
2024-02-29 04:30:00,,GBP,Low,Mortgage Approvals,,55K,52K,52K
2024-02-29 04:30:00,,GBP,Low,Net Lending to Individuals m/m,,0.8B,1.9B,0.4B
2024-02-29 08:30:00,08:30:00,CAD,High,GDP m/m,,0.0%,0.2%,0.2%
2024-02-29 08:30:00,,USD,High,Core PCE Price Index m/m,,0.4%,0.4%,0.1%
2024-02-29 08:30:00,,USD,High,Unemployment Claims,,215K,209K,202K
2024-02-29 08:30:00,,USD,Low,Personal Income m/m,,1.0%,0.4%,0.3%
2024-02-29 08:30:00,,USD,Low,Personal Spending m/m,,0.2%,0.2%,0.7%
2024-02-29 09:45:00,09:45:00,USD,Medium,Chicago PMI,,44.0,48.1,46.0
2024-02-29 10:00:00,10:00:00,USD,Medium,Pending Home Sales m/m,,-4.9%,1.4%,5.7%
2024-02-29 10:30:00,10:30:00,USD,Low,Natural Gas Storage,,-96B,-86B,-60B
2024-02-29 10:50:00,10:50:00,USD,Low,FOMC Member Bostic Speaks,,,,
2024-02-29 00:00:00,00:00:00,All,Medium,G20 Meetings,,,,
2024-02-29 13:15:00,13:15:00,USD,Medium,FOMC Member Mester Speaks,,,,
2024-02-29 16:45:00,16:45:00,NZD,Low,Building Consents m/m,,-8.8%,,3.6%
2024-02-29 18:30:00,18:30:00,JPY,Low,Unemployment Rate,,2.4%,2.4%,2.4%
2024-02-29 19:05:00,19:05:00,NZD,Medium,RBNZ Gov Orr Speaks,,,,
2024-02-29 19:30:00,19:30:00,JPY,Low,Final Manufacturing PMI,,47.2,47.2,47.2
2024-02-29 20:10:00,20:10:00,USD,Low,FOMC Member Williams Speaks,,,,
2024-02-29 20:30:00,20:30:00,CNY,High,Manufacturing PMI,,49.1,49.1,49.2
2024-02-29 20:30:00,,CNY,Medium,Non-Manufacturing PMI,,51.4,50.9,50.7
2024-02-29 20:45:00,20:45:00,CNY,Medium,Caixin Manufacturing PMI,,50.9,50.7,50.8
2024-03-01 00:00:00,00:00:00,JPY,Low,Consumer Confidence,,39.1,38.4,38.0
2024-03-01 00:30:00,00:30:00,AUD,Low,Commodity Prices y/y,,-11.0%,,-10.4%
2024-03-01 02:00:00,02:00:00,GBP,Low,Nationwide HPI m/m,,0.7%,0.2%,0.7%
2024-03-01 02:30:00,02:30:00,CHF,Low,Retail Sales y/y,,0.3%,0.4%,-0.1%
2024-03-01 03:15:00,03:15:00,EUR,Low,Spanish Manufacturing PMI,,51.5,49.7,49.2
2024-03-01 03:30:00,03:30:00,CHF,Low,Manufacturing PMI,,44.0,44.3,43.1
2024-03-01 03:45:00,03:45:00,EUR,Low,Italian Manufacturing PMI,,48.7,49.0,48.5
2024-03-01 03:50:00,03:50:00,EUR,Low,French Final Manufacturing PMI,,47.1,46.8,46.8
2024-03-01 03:55:00,03:55:00,EUR,Low,German Final Manufacturing PMI,,42.5,42.3,42.3
2024-03-01 04:00:00,04:00:00,EUR,Low,Final Manufacturing PMI,,46.5,46.1,46.1
2024-03-01 04:00:00,,EUR,Low,Italian Monthly Unemployment Rate,,7.2%,7.2%,7.2%
2024-03-01 04:30:00,04:30:00,GBP,Low,Final Manufacturing PMI,,47.5,47.1,47.1
2024-03-01 05:00:00,05:00:00,EUR,Medium,Core CPI Flash Estimate y/y,,3.1%,2.9%,3.3%
2024-03-01 05:00:00,,EUR,Medium,CPI Flash Estimate y/y,,2.6%,2.5%,2.8%
2024-03-01 05:00:00,,EUR,Low,Italian Prelim CPI m/m,,0.1%,0.3%,0.3%
2024-03-01 05:00:00,,EUR,Low,Unemployment Rate,,6.4%,6.4%,6.5%
2024-03-01 09:00:00,09:00:00,GBP,Low,MPC Member Pill Speaks,,,,
2024-03-01 09:30:00,09:30:00,CAD,Low,Manufacturing PMI,,49.7,,48.3
2024-03-01 09:45:00,09:45:00,USD,Low,Final Manufacturing PMI,,52.2,51.5,51.5
2024-03-01 10:00:00,10:00:00,USD,High,ISM Manufacturing PMI,,47.8,49.5,49.1
2024-03-01 10:00:00,,USD,High,Revised UoM Consumer Sentiment,,76.9,79.6,79.6
