Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2023-08-25 01:00:00,01:00:00,EUR,Low,German Final GDP q/q,,0.0%,0.0%,0.0%
2023-08-25 03:00:00,03:00:00,EUR,High,German ifo Business Climate,,85.7,86.8,87.4
2023-08-25 08:00:00,08:00:00,EUR,Low,Belgian NBB Business Climate,,-14.9,-13.5,-14.8
2023-08-25 09:00:00,09:00:00,USD,High,Revised UoM Consumer Sentiment,,69.5,71.2,71.2
2023-08-25 09:00:00,,USD,Low,Revised UoM Inflation Expectations,,3.5%,,3.3%
2023-08-25 09:05:00,09:05:00,USD,High,Fed Chair Powell Speaks,,,,
2023-08-25 10:00:00,10:00:00,USD,Medium,FOMC Member Harker Speaks,,,,
2023-08-25 10:30:00,10:30:00,USD,Medium,FOMC Member Harker Speaks,,,,
2023-08-25 00:00:00,00:00:00,All,High,Jackson Hole Symposium,,,,
2023-08-25 11:30:00,11:30:00,USD,Low,FOMC Member Goolsbee Speaks,,,,
2023-08-25 13:00:00,13:00:00,USD,Low,FOMC Member Goolsbee Speaks,,,,
2023-08-25 14:00:00,14:00:00,EUR,High,ECB President Lagarde Speaks,,,,
2023-08-26 00:00:00,00:00:00,All,Medium,Jackson Hole Symposium,,,,
2023-08-26 11:25:00,11:25:00,GBP,Low,MPC Member Broadbent Speaks,,,,
2023-08-26 11:25:00,,JPY,Medium,BOJ Gov Ueda Speaks,,,,
2023-08-27 20:30:00,20:30:00,AUD,Medium,Retail Sales m/m,,0.5%,0.2%,-0.8%
2023-08-28 00:00:00,00:00:00,GBP,Non,Bank Holiday,,,,
2023-08-28 03:00:00,03:00:00,EUR,Low,M3 Money Supply y/y,,-0.4%,0.0%,0.6%
2023-08-28 03:00:00,,EUR,Low,Private Loans y/y,,1.3%,1.6%,1.7%
2023-08-28 07:00:00,07:00:00,EUR,Low,German Buba President Nagel Speaks,,,,
2023-08-28 08:00:00,08:00:00,CNY,Low,CB Leading Index m/m,,-0.6%,,-0.1%
2023-08-28 18:01:00,18:01:00,GBP,Low,BRC Shop Price Index y/y,,6.9%,,7.6%
2023-08-28 18:30:00,18:30:00,JPY,Low,Unemployment Rate,,2.7%,2.5%,2.5%
2023-08-29 01:00:00,01:00:00,EUR,Low,German GfK Consumer Climate,,-25.5,-24.5,-24.6
2023-08-29 02:40:00,02:40:00,AUD,High,RBA Gov Bullock Speaks,,,,
2023-08-29 08:00:00,08:00:00,USD,High,S&P/CS Composite-20 HPI y/y,,-1.2%,-1.5%,-1.7%
2023-08-29 08:00:00,,USD,Low,HPI m/m,,0.3%,0.2%,0.7%
2023-08-29 09:00:00,09:00:00,USD,High,CB Consumer Confidence,,106.1,116.0,114.0
