Date,Time,Currency,Impact,Event,Detail,Actual,Forecast,Previous
2024-04-30 00:00:00,00:00:00,JPY,Low,Consumer Confidence,,21.6,27.8,30.9
2024-04-30 00:02:00,00:02:00,JPY,Low,Housing Starts y/y,,-7.6%,-16.1%,-12.3%
2024-04-30 00:30:00,00:30:00,EUR,Medium,French Flash GDP q/q,,-5.8%,-4.0%,-0.1%
2024-04-30 01:03:00,01:03:00,EUR,Low,German Retail Sales m/m,,-5.6%,-8.1%,0.8%
2024-04-30 01:30:00,01:30:00,CHF,Low,Retail Sales y/y,,-5.6%,-3.6%,0.3%
2024-04-30 01:45:00,01:45:00,EUR,Low,French Consumer Spending m/m,,-17.9%,-5.7%,-0.5%
2024-04-30 01:45:00,,EUR,Low,French Prelim CPI m/m,,0.1%,-0.2%,0.0%
2024-04-30 02:00:00,02:00:00,CHF,Low,KOF Economic Barometer,,63.5,63.5,91.7
2024-04-30 02:00:00,,EUR,Medium,Spanish Flash GDP q/q,,-5.2%,-4.2%,0.4%
2024-04-30 02:00:00,,EUR,Low,Spanish Flash CPI y/y,,-0.7%,-0.5%,0.0%
2024-04-30 02:55:00,02:55:00,EUR,Low,German Unemployment Change,,373K,75K,1K
2024-04-30 03:00:00,03:00:00,EUR,Low,Italian Monthly Unemployment Rate,,8.4%,10.5%,9.3%
2024-04-30 04:00:00,04:00:00,EUR,Medium,Prelim Flash GDP q/q,,-3.8%,-3.7%,0.1%
2024-04-30 04:00:00,,EUR,Low,Core CPI Flash Estimate y/y,,0.9%,0.7%,1.0%
2024-04-30 04:00:00,,EUR,Low,CPI Flash Estimate y/y,,0.4%,0.1%,0.7%
2024-04-30 04:00:00,,EUR,Low,Italian Prelim CPI m/m,,0.1%,-0.2%,0.1%
2024-04-30 04:00:00,,EUR,Low,Unemployment Rate,,7.4%,7.7%,7.3%
2024-04-30 05:00:00,05:00:00,EUR,Low,Italian Prelim GDP q/q,,-4.7%,-5.0%,-0.3%
2024-04-30 06:45:00,06:45:00,EUR,High,Main Refinancing Rate,,0.00%,0.00%,0.00%
2024-04-30 06:45:00,,EUR,High,Monetary Policy Statement,,,,
2024-04-30 07:30:00,07:30:00,CAD,High,GDP m/m,,0.0%,0.2%,0.2%
2024-04-30 07:30:00,,CAD,Low,IPPI m/m,,-0.9%,-1.9%,-0.6%
2024-04-30 07:30:00,,CAD,Low,RMPI m/m,,-15.6%,-15.5%,-4.8%
2024-04-30 07:30:00,,EUR,High,ECB Press Conference,,,,
2024-04-30 07:30:00,,USD,High,Unemployment Claims,,3839K,3500K,4442K
2024-04-30 07:30:00,,USD,Medium,Personal Spending m/m,,-7.5%,-4.8%,0.2%
2024-04-30 07:30:00,,USD,Low,Core PCE Price Index m/m,,-0.1%,-0.1%,0.2%
2024-04-30 07:30:00,,USD,Low,Employment Cost Index q/q,,0.8%,0.7%,0.7%
2024-04-30 07:30:00,,USD,Low,Personal Income m/m,,-2.0%,-1.6%,0.6%
2024-04-30 08:45:00,08:45:00,USD,Medium,Chicago PMI,,35.4,38.0,47.8
2024-04-30 09:00:00,09:00:00,USD,High,Fed Announcement,,,,
2024-04-30 09:30:00,09:30:00,USD,Low,Natural Gas Storage,,70B,70B,43B
2024-04-30 15:30:00,15:30:00,CAD,High,BOC Gov Poloz Speaks,,,,
2024-04-30 17:00:00,17:00:00,AUD,Low,AIG Manufacturing Index,,35.8,,53.7
2024-04-30 18:30:00,18:30:00,JPY,Low,Tokyo Core CPI y/y,,-0.1%,0.1%,0.4%
2024-04-30 18:50:00,18:50:00,JPY,Low,Monetary Policy Meeting Minutes,,,,
2024-04-30 18:50:00,,JPY,Low,Retail Sales y/y,,,,
2024-04-30 00:00:00,00:00:00,CNY,Non-Economic,Bank Holiday,,,,
2024-04-30 19:30:00,19:30:00,JPY,Low,Final Manufacturing PMI,,41.9,43.7,43.7
2024-04-30 20:30:00,20:30:00,AUD,Low,PPI q/q,,0.2%,0.2%,0.3%
2024-05-01 00:59:00,00:59:00,GBP,Low,Nationwide HPI m/m,,0.7%,-0.3%,0.8%
2024-05-01 00:00:00,00:00:00,CHF,Non-Economic,Bank Holiday,,,,
2024-05-01 00:00:00,00:00:00,EUR,Non-Economic,French Bank Holiday,,,,
2024-05-01 00:00:00,00:00:00,EUR,Non-Economic,German Bank Holiday,,,,
